text,size
deepstateinapanic,1
deepswamp,1
defeat,2
defeated,2
defecation,1
defend,9
defended,1
defender,1
defendiera,1
defending,2
defends,5
defensa,1
defense,8
deficiency,1
deficit,3
deficits,2
define,1
defined,1
definently,1
definitely,8
definition,2
deflect,1
defundplannedparenthood,1
degeneres,1
degli,2
degradation,1
degree,1
dei,1
dejado,1
dejen,1
del,17
delays,1
delete,1
deleted,1
deletefacbook,1
deletefacebok,1
deletefacebook,1
deliberately,1
delicate,1
delicateliberal,1
delimburger,1
deliver,2
delivering,1
dell,1
della,1
delle,1
delta,1
delusion,2
delusional,2
dem,8
demand,2
demanda,1
demandavote,1
demands,1
demented,1
dementia,2
demeure,1
demexit,1
demforce,8
demo,1
democracia,1
democracias,2
democracy,12
democracyindanger,1
democracynow,1
democrat,21
democratic,1
democratliesmatter,1
democrats,22
democratsact,1
democratshateamerica,1
demonic,1
demonizes,1
demonizing,2
demons,1
demonstrate,1
demresistance,1
dems,17
demsneestogrowup,1
demuromarquez,1
den,2
denial,2
denies,2
denise,2
denk,2
denn,1
dennett,1
dennison,1
denoche,1
denomin,2
dentro,3
deny,3
departamento,1
department,5
depend,2
dependiendo,1
depends,1
deplorable,7
deplorables,7
deploy,3
deployed,1
deploying,2
deployment,1
deploys,1
deportable,1
deported,1
deporter,1
deportillegalaliens,1
deportthemall,3
deposed,1
dept,2
depths,1
deptofdefense,2
deputies,1
deputy,1
der,6
derangement,2
derecho,1
deres,1
deride,1
deripaska,1
derpjedi,1
des,8
desahogue,1
desarmados,1
descaro,1
descarta,2
describe,1
describes,1
description,3
desde,2
deserve,1
deserved,1
deserves,2
desh,1
design,1
designate,1
designed,1
desire,1
desk,1
desmintiendo,1
desperate,3
desperatecheeto,1
despicable,2
despidi,1
despilfarros,1
despise,3
despite,6
desplazados,1
despliegue,3
despots,1
desprecio,1
dessin,1
destinations,1
destiny,1
destroy,13
destroyed,2
destroying,10
destroys,1
destruction,1
destructive,1
destructorolas,1
details,1
detainees,1
detainments,1
detener,1
detenidos,4
detention,1
deterioration,1
detracting,2
detroit,1
deusexstigma,1
deutsche,1
deutschebank,1
deutschland,2
devait,1
devastating,1
devastation,1
developer,1
developments,1
devil,4
devilinchief,1
devinnunes,2
devoted,1
devout,1
dfpzowqwlv,1
dgqioenvxb,1
dhabi,1
dhimmi,2
dhs,2
dhsgov,5
di,11
dia,1
dialogue,1
diapers,1
diariopresente,1
dice,2
dichos,1
dick_zinno,1
dickcheney,1
dickkktator,1
dictadura,1
dictate,1
dictates,1
dictator,3
dictators,2
dictatorship,3
dictatorships,1
didn,22
didnt,2
die,5
dies,2
dieses,2
diferentes,5
difference,6
different,9
difficult,1
digging,1
digitaltransformation,1
digna,1
dignidad,3
dignidadnacional,1
dignity,3
dijo,1
dilemma,2
dime,1
dindons,1
diner,2
dinesh,1
dineshdsouza,3
dining,1
dinner,15
dinnerpodcast,1
dinorossiwa,1
dio,1
diplomacy,1
diplomatic,1
diplomatie,1
direct,5
directed,1
direction,3
directive,1
directly,1
director,4
dirigi,1
dirt,3
dirtbags,1
dirty,4
dirtyfbi,1
dis,1
disabled,3
disabledveterans,1
disagree,1
disappointed,1
disappointing,1
disapppinted,1
disapprove,2
disarray,1
disaster,2
disastrous,2
disbanded,1
discernment,1
disclos,1
disclosure,3
discombobulating,1
discord,1
discount,1
discovered,2
discovery,1
discredit,1
discrimination,2
disculpas,1
discurso,3
discuss,3
discussed,1
discusses,2
disdain,3
disenfranchised,1
disengenous,3
disgrace,5
disgraced,1
disgraceful,2
disgruntled_old,1
disgust,1
disgusting,6
dish,2
dishonest,4
disinformation,1
dismantle,1
dismay,1
dismiss,1
dismisses,3
disney,13
disparaging,1
dispensations,1
display,8
disponible,1
disposici,2
dispute,6
disrespecting,2
dissatisfied,1
disservice,1
dissidents,2
distinction,2
distinctive,1
distorts,1
distract,3
distracting,1
distraction,2
district,1
districts,1
disunited,1
dit,3
diverso,1
diversos,1
divert,1
divide,1
dividing,1
divisive,1
divorce,1
divulgar,1
djergentz,1
djia,1
djt,1
djzjhgfepf,1
dkdblkrcit,1
dkqndhgxlz,1
dktyyofkfg,1
dl,1
dluqsmfanm,1
dmaiabooeq,1
dna,1
dnc,10
dnhyqdjftd,1
dnpjkwvzif,1
dnvjixkruh,1
dobbs,4
doch,1
dock,1
docs,5
doctor,1
doctoral,1
doctors,1
document,3
documentary,1
documents,2
docuseries,1
dod,1
dodge,2
dodger,1
doe,1
doelbewust,1
doen,1
doesn,24
doesnt,4
dog,4
dogs,1
dois,1
doit,1
doj,13
dollar,1
dollars,12
dolpjmaree,1
domain,1
domainauction,1
domains,2
domed,1
domestic,5
dominates,1
donald,71
donald_j_trump,1
donaldjtrump,2
donaldjtrumpjr,3
donaldtrump,67
donaldtrumpjr,1
donaldtrumpmemes,1
donaldtrumpstormydaniels,1
donate,1
donated,3
donates,2
donation,1
donations,1
donde,3
done,21
donkey,4
donlemon,4
donmartinctv,1
donnie,2
donnieswaggart,3
donny,1
donnybrook,1
donnybrooks,1
donnypunchline,1
donors,2
donorwishesgranted,1
donrondel,1
dont,7
donthecon,5
doomed,1
door,4
doormats,1
dopeydonald,1
dos,3
dossier,4
dotardinchief,1
dotards,1
douaniers,1
double,2
doubled,1
doubleplusgood,1
doubles,1
doubt,4
doubtful,1
douche,2
douchebag,3
douglas,1
dow,8
dowjones,2
downed,1
download,2
downs,1
downside,1
downsized,1
downwardfacinghog,1
dprk,1
dqoyfizrpu,1
dr,2
dracula,1
draft,1
dragged,1
drain,2
drained,1
draining,3
drainingthedeepstate,1
drainingtheswamp,1
drainthedeepstate,3
drainthedeepstateswamp,1
draintheswamp,40
drake,2
dravis,2
draw,1
drbelindascott,1
drdavidduke,2
drdenagrayson,1
dream,2
dreamact,1
dreamers,5
dreaming,1
dreamliner,1
dreams,1
dreamt,1
dress,1
drhjnpdiof,1
dried,1
drill,1
drilling,1
drink,3
drinkers,1
drinking,3
drip,2
driscollsberry,1
drive,2
driven,2
driver,1
drives,1
drjamescdobson,1
drone,6
drones,2
drop,4
dropped,6
drops,2
dropthehammer,1
drove,2
droves,1
drucken,1
drug,1
drugs,5
drum,1
drumpf,2
drunk,1
drzapybcry,1
ds,2
dstlmod,1
dt,2
dtc,1
dts,1
du,11
dubious,1
duda,2
dude,7
dudo,1
due,7
duel,1
duelists,1
duh,1
duhhh,1
dukechronicle,1
duly,1
dum,1
dumb,11
dumbass,2
dumbasses,1
dumber,2
dumbest,2
dumbfck,1
dumbing,1
dumbmove,1
dumm,1
dump,1
dumping,1
dumppruit,1
dumps,1
dumpsite,1
dumpsterfire,1
dumptrump,2
dumpty,1
dupe,1
duro,1
dusting,1
dutch,3
duties,1
duty,2
dwayne,1
dwchrxmajs,1
dwczaja,1
dwdd,1
dworkin,1
dykstradame,1
dysfunction,1
dysfunctional,2
dyslexia,1
dystopia,1
dzherijs,1
dzi,1
eady,1
ear,1
earlier,1
earliest,1
early,1
earners,1
earning,1
earnings,1
ears,1
earth,2
ease,1
easier,3
easily,2
east,5
easter,1
easternbunny,1
easy,5
eat,6
ebay,1
ebola,1
ebonibex,1
ebwpbtpgba,1
echeverr,2
echoes,1
eclectablog,2
econ,1
econom,1
economia,1
economic,7
economicpolicy,1
economics,6
economies,1
economy,19
ed,3
edanclay,1
edgardbuscaglia,1
edge,2
edhelms,1
edhenry,2
edhqogskdc,1
editando,1
edition,2
edkrassen,2
educate,1
education,6
educationforall,1
edvanderwalt,1
ee,3
eegjgcryvp,1
eerder,1
eerily,1
eeuu,3
effect,2
effective,1
effet,1
effets,1
effort,2
efforts,3
egg,1
eggd,1
eggdrp,11
eggs,2
ego,2
egyptian,1
ei,1
eigentlich,1
eight,1
einfach,1
einmal,1
einstellen,1
either,12
eiw,1
ej,1
ejercitomexicano,1
ejhirschberger,1
ejjfeoekew,1
ek,1
ekdxnfhedg,1
el,47
elcomercio_peru,1
elct,1
ele,1
elecciones,2
eleccionesm,1
eleconomista,1
elect,6
electaclownenjoythecircus,1
elected,9
election,18
elections,6
electoral,3
electorera,1
electorero,1
electronics,1
elefazendo,1
elegance,1
elementos,1
elements,1
elezioni,1
elfinanciero_mx,1
eligible,1
eliminate,1
eliminates,1
eliminating,2
elite,3
elites,1
eliteseries,1
elizabeth,1
elizabethforma,1
elke,1
elle,1
ellen,5
ello,1
ellos,1
elonmusk,1
els,1
else,9
elsewhere,1
elternhelfer,1
em,5
email,4
emails,10
embarks,1
embarrassing,3
embarrassment,1
embassy,1
embattled,2
embezzlement,1
embodiment,1
embrace,2
emergencia,1
emergency,1
emhvitstkt,1
emilyhholden,1
eminem,3
emirats,1
emitido,1
emmanuelmacron,1
emoji,1
emolumentclause,2
emolumentsclause,1
emotional,1
emotionally,1
empathetic,1
emperor,1
empire,5
employ,1
employees,1
employs,1
empowers,1
empresa,1
empty,1
emts,1
enabled,2
enabler,1
enacting,1
encabezado,1
encima,2
encinasn,1
encompassing,1
encounter,2
encourage,1
encourages,1
encouraging,1
encuentra,1
encuentro,2
encuestadoras,1
end,39
endangered,1
endangers,1
endchainmigration,2
enddaca,7
ended,2
endg,1
endimpunity,1
ending,21
endofdemocracy,1
endorses,1
ends,6
endsanctuarycities,7
enemies,2
enemy,6
enemywithin,1
energy,2
enforce,1
enforcement,1
enforcing,1
engagement,1
engager,1
engages,1
engineer,1
england,1
english,2
engordarle,1
engrave,1
enjoy,3
enjoys,1
enjoytheshow,1
enormemente,1
enough,17
enoughisenough,3
enoughisenoughdmv,1
enpunto,2
enredado,1
enregistrement,1
enrique,2
enriquepenanieto,1
ens,1
ensure,3
ent,2
enter,2
entertain,1
entertainers,1
entertaining,1
entertainment,1
enthusiastically,1
entire,5
entitlements,1
entrar,1
entrare,1
entre,6
entrepreneurs,1
enuf,1
env,2
envagelists,1
envi,1
enviando,1
enviar,3
enviaran,1
environment,15
environmental,4
environmentalism,2
environmentally,1
envoy,1
envy,1
eojcbvevum,1
eopdpjrbds,1
epa,39
epaideas,3
epascottpruitt,10
ephron,1
epic,1
epidemic,2
episode,5
epitome,1
epn,27
epnews,1
eppshlrbxf,1
epstein,4
equal,3
equality,7
equalpay,1
equalrights,2
equilibrio,1
equipment,3
equipo,2
er,2
era,6
eradicated,1
erdogan,1
erection,1
eric,1
eric_on_wheels,1
ericbolling,1
ericidle,1
ericlichtblau,1
ericvonfluger,1
erinfoleycomic,1
erkent,1
ernesto,1
ernestolaguardiasi,3
ero,3
ers,1
ersten,1
erw,1
erygaolxfd,1
es,23
es_quel_eto_,1
esa,1
esbroufe,1
escalating,1
escalation,1
escort,1
esegue,1
esercito,1
eso,2
esp,1
espacenaturo,1
especially,9
esperar,1
espiers,1
espionage,4
espn,1
esponaige,1
esqparhazi,1
essence,1
essenviews,4
est,13
esta,3
estados,5
estadosunidos,7
estadunidense,1
estar,2
estaremos,1
estate,1
este,7
estelalivera,1
estera,1
esto,5
estoy,2
estrategia,1
estubo,1
estupidez,1
etats,1
etatsunis,2
etc,12
ethereum,1
ethics,11
ethicsviolations,1
etsy,1
eu,8
eua,4
eucouncil,1
eucrisis,3
euphoria,3
euphrates,1
eurob,1
europ,1
europa,1
europe,13
eurozone,1
eutrade,1
eux,1
evaluate,2
evaluation,1
evangecials,1
evangelical,11
evangelicals,15
evangelism,1
evangelist,1
evasion,1
even,55
event,3
eventually,3
ever,35
every,35
everybody,1
everyday,6
everyone,16
everything,18
everywhere,1
evidence,2
evidente,1
evil,7
evitado,1
evolved,1
ewerickson,1
ex,5
exactly,3
exagera,1
exaggerate,1
example,6
examples,2
exceeded,1
excellent,1
except,3
excepting,1
exceptions,2
excerpt,1
exchange,5
exclusiva,1
exclusive,6
excuse,4
excuses,2
exdemlatina,1
execution,1
executive,3
exempt,2
exhausting,1
exhausts,1
exhibiting,1
exige,2
existing,1
exists,1
exit,1
expand,1
expanding,2
expands,1
expect,6
expectations,1
expecting,1
expects,1
expedition,1
expense,1
expenses,1
expensive,1
experiment,1
expert,3
expertos,1
experts,1
explain,3
explained,1
explaining,1
explains,3
explanation,2
expletives,1
explicarnos,1
exploit,2
exploits,1
explosive,1
exporting,1
exports,3
exposes,4
exposing,2
express,1
extended,1
extent,1
extention,1
extra,5
extracted,1
extraordinary,2
extreme,1
extremely,1
extremists,1
eycnzegbab,1
eye,2
eyed,1
eyes,2
eyesp,1
fa,2
fabric,1
fabrique,1
fac,1
face,10
facebook,23
faceta,1
facilities,2
facing,1
fact,9
factcheck,31
facteur,1
factor,1
factories,1
facts,18
factsfirst,1
fail,10
failed,3
failing,4
fails,5
failure,3
fair,2
faire,2
fairness,1
fairy,1
fait,1
faithful,1
fake,24
fakechristian,2
fakechristians,4
fakenews,40
fakenewsfactory,1
fakenewsmedia,6
fakepotus,1
fall,4
falling,1
falls,1
falsas,1
FALSE,7
falseflag,4
falsely,1
falso,1
falta,1
familia,1
familial,1
families,7
family,23
fan,3
fancy,1
fanniegate,1
fans,4
fantasist,1
fantasyland,1
far,17
farage,1
farce,1
farenthold,1
fark,2
farleft,1
farm,1
farmers,11
farms,1
farright,1
farronbalanced,1
fart,1
farted,1
fascinating,1
fascism,15
fascisme,1
fascismrunwild,1
fascist,3
fascists,1
fashion,2
fashioned,2
fasse,1
fast,4
faster,1
fastest,1
fat,5
fatass,1
fatballs,1
fatca,3
fatcorm,1
father,4
fault,1
faulty,1
faut,1
faux,1
fav,1
favor,5
favorable,1
favorite,3
favorito,1
fawfulfan,1
faznet,1
fb,5
fbi,28
fbiwfo,1
fbkuqozmqw,1
fboloud,1
fbr,14
fbrparty,1
fbrresistance,1
fcc,4
fco,1
fd,1
fda,1
fdt,3
fear,10
fearing,1
fears,2
february,2
feces,1
fed,1
federal,4
fedgovt,1
feds,2
fedupwithswamp,2
feeble,1
feed,1
feeder,1
feel,11
feeling,1
feelings,1
feels,3
feet,1
felixsater,1
felizfinde,4
felizsabado,5
fell,1
fellow,2
felon,2
felt,1
fema,1
female,3
feminism,2
feminist,1
fence,1
feoghcdyxg,1
fer,1
fervor,1
fester,1
fetched,1
feud,1
ffentlicht,1
ffs,1
fgauvzaydg,1
fhbwgwzvys,1
fherreraavila,1
fi,1
fiasco,1
fiatcurrency,1
ficit,1
fico,1
fields,1
fiesta,1
fig,1
fight,9
fighter,1
fighting,4
fights,4
figli,1
figure,5
figured,6
figures,1
filed,4
files,2
fill,2
filled,1
filltheswamp,1
film,1
filmmakers,1
filmmaking,1
filosofermonkey,1
filters,1
fin,2
final,1
finally,11
finalsolution,1
finance,4
financial,2
financialliteracymonth,1
financially,1
financialtimes,2
financier,1
find,15
finder,1
finding,1
findings,1
finds,2
fine,5
finess,1
finger,2
fingers,2
finicum,1
finished,3
finishing,1
fipkhirsfg,1
fire,17
fireandfury,2
fired,4
firehannity,1
fireingraham,1
firejimmykimmell,1
firekushner,1
firemen,1
fireproofmueller,2
firepruit,1
firepruitt,6
firerodrosenstein,1
firerosenstein,1
fires,3
firetruitt,1
firing,3
firkssikts,3
firm,4
firma,1
firmeza,1
firmly,2
first,31
firstamendment,4
fisa,1
fisagate,1
fisamemo,1
fiscal,1
fiscally,1
fish,1
fishy,1
fit,1
fitting,1
five,4
fivyxmmsyc,1
fix,8
fixed,3
fixedincome,1
fking,1
fkqvccetom,1
fla_pol,1
flacography,1
flag,5
flagged,1
flailing,1
flash,2
flashbackfriday,3
flashbackfridays,1
flashing,1
flat,1
flatwagon,1
fleccas,1
fleeced,1
fleeing,1
flies,1
flight,1
flint,1
flippintables,1
floated,1
flores,1
florida,1
flotus,8
flowed,1
fluent,1
fluently,1
flunkies,1
flush,1
fly,2
flying,1
flynn,1
flys,2
fmgcbzkucl,1
fmr,1
foaming,1
fobo,1
focus,2
focusing,1
foe,2
foetus,1
foia,2
fold,1
folks,9
folllowthewhiterabbit,1
follome,1
follow,42
followback,5
followbackresistance,6
followed,4
follower,1
followers,7
following,7
follows,4
followthemoney,1
followthewhiterabbit,5
folowback,1
fondness,1
fondos,1
food,2
foodforthought,1
fool,4
fooled,1
fools,1
foot,1
footing,1
forbes,3
force,6
forced,2
forces,4
forcing,1
ford,1
fordnation,2
forecast,1
forecasting,1
forecasts,1
foreign,5
foreignpolicy,1
forensic,1
forensicfiles,1
foresaw,1
foreseeable,1
foretells,3
forever_n_books,1
forget,14
forgets,1
forgettable,1
forgiven,1
forgotten,1
forgottenprof,1
form,1
formation,1
former,15
forsale,1
forthepeople,1
forward,3
found,9
founded,1
founder,7
founders,1
four,1
fourth,2
fowl,2
fox,44
foxandfriends,12
foxbusiness,1
foxisfakenews,1
foxnews,64
foxnewsatnight,2
foxnewssunday,1
fqdurqmcuf,1
fqfgvzpqrj,1
frage,1
framed,2
fran,1
france,11
francesswaggart,3
francisco,1
franken,1
frankenhair,1
franklin_graham,2
fraud,4
frcdc,1
freak,1
freakin,1
freaking,2
freaks,3
free,12
freed,1
freedom,6
freedomcaucus,1
freedomisslavery,1
freedomofthepress,1
freedoms,1
freeman,1
freemason,2
freemasons,1
freespeech,1
freetrade,1
freeyourmindconcert,1
freezes,1
french,1
frente,4
frequently,1
fresh,1
freudian,1
fri,13
friday,6
fridayfeeling,21
fridaythoughts,1
fried,1
friedman,1
friend,8
friendly,1
friends,12
frigging,1
frightened,1
friyay,1
frm,2
front,6
frontal,1
frontera,19
fronterasur,1
frozen,1
frustraci,1
frustrated,1
frustration,1
fskqguagqo,1
ft,1
ftc,1
ftchina,1
ftl,1
fttypjpsqo,1
fuapftudzn,1
fuck,12
fuckdonald,1
fuckdonaldtrump,1
fucked,1
fuckin,1
fucking,8
fuckisrael,1
fucktard,1
fucktrump,3
fuctupmind,1
fudge,1
fue,5
fuels,2
fueras,1
fuerzas,1
full,15
fullofschiff,1
fully,1
fun,14
funcionario,2
fund,1
fundamental,1
funded,3
funder,3
funding,2
funds,4
funk,1
funneled,1
funneling,1
funniest,1
funny,14
furniture,1
futur,1
future,15
futureimperfect,1
futuremadampresident,1
fvd,3
fwmdcryjjf,1
fx,1
gabeswaggart,3
gachiri,1
gaga,1
gages,1
gagnants,1
gain,3
gains,2
gal,1
galactic,1
gale,1
galloway,1
gals,1
gamble,1
game,9
gameofthrones,2
gamer,1
games,1
ganar,1
gang,1
gangs,1
ganzata,1
ganze,1
garbage,2
garden,1
gardener,1
gars,1
gartrelllinda,1
garyfranchi,2
gas,2
gassing,1
gates,1
gatewaypundit,1
gathers,2
gave,7
gay,4
gays,1
gaza,7
gazette,2
gegen,2
gemdtbocgp,1
gen,1
genas,1
gencies,1
genders,1
gendunford,1
gene,1
general,4
generaldunford,1
generals,4
generous,1
geneva,1
genevaconventions,1
genflynn,5
genieoilboard,2
genius,4
genniecritzer,1
gente,1
gentleman,1
gentlemanirishn,1
gently,1
genuinely,1
geobsedeerd,1
geopolitics,1
george,2
georgegalloway,1
georgetakei,1
georgewashington,1
georgia,2
georgiastraight,1
gerade,1
geraldcelente,1
geraldo,10
geraldorivera,15
geralslawyers,1
german,2
germans,2
germany,3
germaphobe,4
germs,1
gerryconnolly,2
gestapo,1
getoutamycountry,1
getpaid,2
gets,8
getthewitch,1
getting,21
gettriggerednow,1
getwoke,2
gevolg,1
ghetto,1
gi,1
giant,2
gibbyna,1
gibt,1
giddy,1
gift,1
gigantic,1
gijdxnedgo,1
ginahaspel,1
gingen,1
giordano,1
gira,2
girl,5
girlfriend,2
girls,2
gitmo,2
give,20
given,4
gives,3
giving,7
gjxmbveoso,1
glad,5
gladly,2
glasses,1
glaubt,1
gleeful,2
gli,1
glmpuqhyyd,1
global,5
globaleconomy,1
globalist,1
globalnews,1
globalterror,1
globaltimesnews,2
globalwarming,2
globe,1
gloriaborger,1
gloves,1
glutenfree,1
goal,1
goat,1
goathillpizza,1
goats,1
gobernadores,1
gobierno,3
gobiernomexicano,1
god,34
godbless,1
godblessamerica,3
godblessourprez,1
godblessourtroops,1
godblessyou,1
godhelpusall,1
godisgood,1
godly,1
gods,1
goes,6
gogglebox,1
goin,1
golanheights,2
gold,3
goldberg,3
goldnicholson,1
goldstandard,1
golf,9
golfinggary,1
gone,7
gonflette,1
gonna,8
goobers,1
good,55
goodamanalex,1
goodbye,4
goodness,1
goods,3
goodtimes,1
goodwinmj,1
google,4
googled,1
goons,1
goooooo,1
gop,91
gopchairwoman,1
gopcheney,1
gopcomplicit,2
gopcorruption,2
gopfascists,1
gophouse,1
gophypocrisy,1
gopleader,1
gopsenate,1
goptaxscam,1
goptraitors,4
gorbachev,1
gorka,2
gosh,1
gospel,3
got,37
gotham,1
gotta,4
gotten,3
gov,5
govern,1
governing,4
government,13
governmental,1
governor,3
govmattbevin,1
gowdey,1
gowdy,3
gphaeffner,1
gpmkgxtuqu,1
gq,1
gqaidfotui,1
grab,5
grabbed,1
grabbing,2
grabs,1
grace,1
gracias,3
grader,2
grades,1
graham,2
grahamdavida,1
grammar,1
grammatically,1
grammieo,1
grand,1
grandes,1
grandfather,2
grandmother,1
grannygethealth,1
grassroots,1
grateful,1
grave,1
graves,1
gray,2
great,51
greatawakening,16
greatest,3
greatmarchofreturn,1
greatness,2
greatreturnmarch,3
greed,2
greekmary,1
green,1
greenenergy,1
greenhouse,1
greetings,1
gregbockweg,1
grenzen,1
gretchengorup,1
grifterfamily,1
grifters,1
grifting,1
grijpt,1
grind,1
gringos,2
grizzlemeister,1
gros,1
ground,2
groundhog,1
group,6
groups,1
groupthink,1
grow,6
growing,1
grown,1
grows,5
growth,6
grumpytrumpy,1
gseballads,1
gsemobiles,2
gsynoeoicx,1
gt,32
guaranteed,1
guard,19
guardia,6
guardianacional,2
guards,2
guardsmen,1
gucifer,1
gud,1
guerra,2
guerre,3
guerrecommerciale,2
guess,8
guest,1
guility,1
guilty,6
guinea,1
guitar,2
guitarrista,2
gulf,3
gullible,1
gun,6
gunconfiscation,1
guncontrol,6
guncontrolnow,1
gunna,1
gunreform,5
gunreformnow,2
gunrights,2
guns,15
gunsense,4
gunslinger,1
gunssavelives,1
gunsup,1
gut,1
guts,3
guy,15
guys,8
gwammaross,1
gwbush,2
gwenjonc,1
gxmhbgbotn,1
gxyxfgyciw,1
gymnastics,1
ha,8
haalt,1
haben,1
habido,1
habitual,1
habitude,1
habla,1
hablar,1
habr,1
hacer,2
hackers,1
hacking,3
hadn,3
hafta,1
hah,1
haha,3
hahaha,4
hahahaha,1
hahahahaha,1
hahahahahahahaha,1
hahahahahahahahahahahahahahahahahahahahahahah,1
hahn,1
hail,1
hair,7
haired,1
haiti,1
half,8
halftongue,1
halls,1
halted,1
ham,1
hamillhimself,1
hammered,1
han,1
hanane,1
hand,3
handcuffs,1
handed,2
handelsblatt,1
handful,1
handgun,1
handicappd,1
handing,1
handler,1
hands,7
hang,4
hanging,3
hanginthere,1
hannity,48
hannityisamoron,1
hannitylosthissanity,1
hannitys,1
hannitysanity,1
happen,4
happened,6
happening,2
happens,8
happy,34
har,1
harakiri,1
harasser,1
harassment,3
hard,15
hardball,1
hardcore,1
harder,3
hardest,1
hardship,1
hardworking,1
harlemglobetrotters,1
harm,2
harmed,3
harris,3
harrisment_uk,1
harshly,1
harte,1
harvard,4
harvey,1
harveyweinstein,3
hashtag,2
hashtags,1
hasn,4
hat,2
hatch,1
hate,16
hated,2
hatefilled,1
hateful,3
hater,1
haters,4
hates,11
hatespeech,2
hating,2
hatred,3
hats,3
haul,1
haunt,1
haunts,1
hauptsitz,1
haven,8
havoc,1
hawaii,1
hawk,1
hawks,1
hay,5
hayek,1
hbo,1
hc,1
hdxpbyrkfq,1
head,13
heading,2
headline,3
headlinenews,6
headlines,2
heads,4
healing,1
health,7
healthcare,2
healthcarevoter,1
healthforall,1
healthy,2
hear,10
heard,12
hearing,5
hearings,1
hears,1
heart,8
heartbeat,1
heartbreaking,1
heartlessly,1
heat,1
heavy,1
hecho,3
heck,1
hectora_mafud,1
hedge,2
hedged,1
heels,1
hehehe,1
heidicvrt,1
heil,2
heilhogg,1
held,4
helicopter,2
helies,1
helisutcordova,1
hell,13
hello,2
helluva,1
help,24
helped,1
helpful,1
helping,1
helpless,1
helppo,1
helps,1
hemorrhoids,1
hence,2
heneghan,1
herb,1
herbots,1
heritage,1
heritagefoundation,2
hermanos,1
hermionejh,1
hero,5
herringwendy,1
herrlich,1
hes,1
hesmypresident,1
het,2
heureuse,1
heutejournal,1
hey,14
heytammybruce,1
hgptywmlfu,1
hi,3
hibachi,1
hicieron,1
hid,1
hidden,1
hide,4
hiding,4
hier,1
high,12
higher,1
highlight,2
highly,2
hiiamhanson,1
hij,1
hike,1
hilarious,2
hilariously,1
hilaryclintonvideo,1
hildabeast,1
hill,3
hillary,25
hillaryclinton,20
hillarydossier,1
hillaryforprison,8
hillbillies,1
hills,1
hilt,1
hint,1
hinted,1
hiphop,1
hipocrisy,1
hipster,6
hire,1
hires,2
hispanos,1
hist,1
historically,1
historien,1
historique,2
history,22
hit,10
hitler,7
hits,3
hitting,2
hivites,1
hkarterkarter,1
hkaydalzks,1
hkex,1
hlgyxdmdkk,1
hllumnpljh,1
hlnbjugnrp,1
hmmm,2
hoax,1
hochkonjunktur,1
hocky,1
hoe,2
hoes,1
hof,1
hogg,1
hold,6
holders,1
holding,1
holes,2
holewakaren,1
holiday,1
holidays,1
holier,1
hollywood,7
hollywoodhypocrites,3
holocaust,2
holster,1
home,8
homedepot,1
homeland,7
homelandsecurity,1
homes,1
homework,1
homosexuality,1
honduras,1
honest,3
honestly,1
honesty,2
honey,1
hongkong,1
honor,3
honored,1
hoods,1
hook,1
hookers,1
hope,17
hoped,1
hopefully,3
hopes,2
hoping,2
hopping,3
horas,1
horny,1
horrible,3
horriblehannity,1
horrified,1
horror,1
horse,3
horses,1
hospital,1
hospitals,1
host,5
hosted,1
hosting,1
hot,6
hotair,1
hour,3
hours,17
house,43
housed,1
housedemocrats,1
housegop,5
househfuhruhurr,1
housing,1
houston,2
however,6
howto,1
hq,1
hqqphcnieq,1
hr,1
hrcvideo,9
hrer,1
hrw,1
hsgwsguvip,1
hsqbzponyt,1
htkpuuflin,1
html,1
huachicoleo,1
huckabee,1
huddling,1
huetvnoiye,1
huevos,1
huffington,1
huffpost,3
huffpostpol,2
huge,14
huh,1
hulkhogan,1
huma,1
human,8
human_dx,1
humanfilth,1
humanitarian,3
humanity,1
humanrights,5
humanrightsabuses,1
humanrightswatch,1
humans,3
humantrafficking,5
humiliated,1
humor,6
humorous,3
humortimes,1
humphreys,1
humpty,2
humptydumpty,1
hun,1
hundred,1
hundreds,1
hung,2
hungaryelections,1
hunt,2
huntermasonau,1
huntingoregon,1
hurricanerecovery,1
hurricanes,1
hurt,7
hurting,1
hurts,3
husband,9
hush,6
hussein,1
huxijin_gt,1
hve,1
hvtzamafmz,1
hydra,1
hypnotic,1
hypocrisy,7
hypocrite,5
hypocritehannity,1
hypocrites,4
hypocritical,1
hysterical,1
iaadwwudtm,1
iactuallylaughed,1
iadonorte,1
iamashitprez,1
iamdanielgeske,1
iamreturning,3
iancu,1
iatrogenicaddiction,1
iba,1
ibor,10
icahn,5
icarus_two,1
icbm,2
ice,5
icegov,1
icfmgowpam,1
ich,1
ico,1
icon,4
icymi,1
idea,12
ideaologues,1
ideas,2
identify,1
identity,1
identitytheft,1
ideologies,1
ideology,4
idiocy,4
idioqhsnzc,1
idiot,7
idiotas,1
idiotic,2
idiots,4
idsfkzdxrv,1
iels,1
ifduvjfcye,1
ififif,1
ifs,1
ifyou__iwillhauntyou,1
ignite,1
ignominia,1
ignora,1
ignorance,5
ignoranceisbliss,1
ignoranceisstrenght,1
ignorant,9
ignore,2
ignored,3
ignorer,2
ignores,2
ignoring,2
ihoecaskft,1
ihr,1
ii,1
iikrsnemie,1
iipuuilmen,1
iiqdiovoax,1
ijbspadpap,1
ik,2
iki,1
il,13
ilegal,1
ilk,1
